# Avida time data
# Thu Jan 31 20:05:34 2019
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 1.03602 6.86207 1740 
200 2.09281 14.81 3000 
300 3.13879 22.76 3000 
400 4.20919 30.697 3000 
500 5.27389 38.73 3000 
600 6.31178 46.18 3000 
700 7.34692 53.37 3000 
800 8.34123 61.29 3000 
900 9.34807 69.67 3000 
1000 10.4029 76.91 3000 
1100 11.4324 85.14 3000 
1200 12.3968 92.96 3000 
1300 13.4069 100.96 3000 
1400 14.4192 108.78 3000 
1500 15.4081 117.04 3000 
1600 16.4064 124.64 3000 
1700 17.3983 131.85 3000 
1800 18.4118 139.78 3000 
1900 19.454 147.505 2970 
2000 20.5152 156.79 3000 
2100 21.5701 165.7 3000 
2200 22.6179 174.81 3000 
2300 23.6964 183.96 3000 
2400 24.7965 192.92 3000 
2500 25.9003 203.2 3000 
2600 27.0122 211.97 3000 
2700 28.1267 221.31 3000 
2800 29.2278 230.38 3000 
2900 30.3515 239.31 3000 
3000 31.4575 248.23 3000 
3100 32.5779 257.25 3000 
3200 33.6941 266.04 3000 
3300 34.8076 275.29 3000 
3400 35.9047 284.23 3000 
3500 37.0057 293.07 2970 
3600 38.1176 301.72 3000 
3700 39.2326 310.63 3000 
3800 40.3419 319.31 3000 
3900 41.4538 328.4 3000 
4000 42.5536 337.28 3000 
4100 43.6765 346.25 3000 
4200 44.8063 355.45 3000 
4300 45.8875 364.83 3000 
4400 46.9546 373.75 3000 
4500 47.7571 386.68 3000 
4600 48.4076 398.182 2970 
4700 49.0183 409.57 3000 
4800 49.4718 422.19 3000 
4900 49.8532 435.15 3000 
5000 50.1959 446.89 3000 
5100 50.5201 457.25 3000 
5200 50.845 468.04 3000 
5300 51.1617 479.2 3000 
5400 51.4532 490.41 3000 
5500 51.6744 504.51 3000 
5600 51.85 519.43 3000 
5700 52.0005 531 3000 
5800 52.1603 540.86 3000 
5900 52.3162 551.34 3000 
6000 52.4658 560.77 3000 
6100 52.6177 570.85 3000 
6200 52.7733 580.23 3000 
6300 52.9228 590.05 3000 
6400 53.0678 600.4 3000 
6500 53.2004 612.384 3000 
6600 53.3247 628.071 3000 
6700 53.4248 643.38 3000 
6800 53.508 657.93 3000 
6900 53.5921 670.182 2970 
7000 53.675 681.28 3000 
7100 53.7562 691.45 3000 
7200 53.8374 701.36 3000 
7300 53.923 712.1 3000 
7400 54.0078 722.91 3000 
7500 54.0896 733.15 3000 
7600 54.1689 743.13 3000 
7700 54.252 753.25 3000 
7800 54.3351 763.63 3000 
7900 54.4167 773.79 3000 
8000 54.4972 784.17 3000 
8100 54.5819 795.02 2970 
8200 54.6609 805.091 3000 
8300 54.7446 815.54 2970 
8400 54.8269 826.31 3000 
8500 54.9126 837.28 3000 
8600 54.9911 849.46 3000 
8700 55.057 863.71 3000 
8800 55.1123 882.26 3000 
8900 55.1235 912.8 3000 
9000 55.1298 927.21 3000 
9100 55.1359 939.63 3000 
9200 55.1419 951.08 3000 
9300 55.1481 964.09 2970 
9400 55.1545 975.94 3000 
9500 55.1605 988.7 3000 
9600 55.1669 1000.44 3000 
9700 55.1731 1012.77 3000 
9800 55.1793 1025.25 3000 
9900 55.1854 1037.08 3000 
10000 55.1915 1049.69 3000 
10100 55.1975 1061.58 3000 
10200 55.204 1074.59 3000 
10300 55.2103 1087.37 3000 
10400 55.216 1099.71 3000 
10500 55.2222 1111.92 3000 
10600 55.2284 1124.65 3000 
10700 55.2343 1137.22 3000 
10800 55.2401 1149.04 3000 
10900 55.2466 1162.39 3000 
11000 55.2526 1174.5 3000 
11100 55.2586 1186.91 2970 
11200 55.2646 1199.18 3000 
11300 55.2703 1210.32 3000 
11400 55.2762 1222.21 3000 
11500 55.2821 1234 2970 
11600 55.2883 1246.66 3000 
11700 55.294 1258.16 3000 
11800 55.2995 1269.46 2970 
11900 55.3053 1280.73 3000 
12000 55.311 1292.01 3000 
12100 55.317 1303.77 3000 
12200 55.3224 1314.6 3000 
12300 55.3282 1326.58 3000 
12400 55.3338 1338.66 2970 
12500 55.3395 1350.1 3000 
12600 55.3452 1361.45 3000 
12700 55.3513 1372.71 3000 
12800 55.3572 1384.85 3000 
12900 55.3626 1396.24 3000 
13000 55.3683 1407.73 3000 
13100 55.3743 1420.45 3000 
13200 55.3803 1432.87 3000 
13300 55.3868 1446.15 3000 
13400 55.3924 1458.83 3000 
13500 55.3981 1470.18 2970 
13600 55.4036 1481.75 3000 
13700 55.4086 1491.38 3000 
13800 55.4124 1503.08 3000 
13900 55.4157 1515.4 3000 
14000 55.4188 1527.94 3000 
14100 55.4218 1541.12 2970 
14200 55.4247 1552.98 3000 
14300 55.4276 1564.15 3000 
14400 55.4306 1578.32 3000 
14500 55.4334 1589.22 3000 
14600 55.4363 1602.31 3000 
14700 55.4391 1616.1 3000 
14800 55.4419 1628.04 2940 
14900 55.4446 1639.3 3000 
15000 55.4474 1650.73 2970 
15100 55.4501 1661.97 3000 
15200 55.453 1672.72 3000 
15300 55.4556 1683.96 3000 
15400 55.4585 1695.75 3000 
15500 55.4614 1707.41 3000 
15600 55.4644 1719.85 3000 
15700 55.4674 1731.28 3000 
15800 55.4704 1744.6 3000 
15900 55.4733 1756.81 3000 
16000 55.4761 1768.67 2970 
16100 55.479 1780.49 3000 
16200 55.4819 1792.74 3000 
16300 55.4846 1803.99 3000 
16400 55.4874 1815.55 3000 
16500 55.49 1826.47 3000 
16600 55.4926 1837.12 3000 
16700 55.4955 1848.75 3000 
16800 55.4984 1859.44 3000 
16900 55.5012 1871.35 3000 
17000 55.5039 1882.83 3000 
